high.thisTrialN,high.stepSize,high.intensity,medium.thisTrialN,medium.stepSize,medium.intensity,low.thisTrialN,low.stepSize,low.intensity,time.onset,time.trial,true_trialN,TR,trialtype,cue,jitter,low.response,hit,target_ms,rewardType,total_earned,time.end.global,time.end.nominal,time.trial.total,medium.response,rt,high.response,Subject ID,fMRI? (yes/no),Task number (1/2/practice),Show instructions? (yes/no),date,expName,frameRate,
0,4,8.1,0,4,8.1,0,4,8.1,34.00158108300093,5.992471166995529,3,4,7,$0 (80% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
0,4,8.1,0,4,8.1,0,4,8.1,34.00158108300093,7.986042416996497,3,5,7,$0 (80% accuracy),,,,,,,44.00144579100015,44.00370145800116,9.995238874995266,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
1,4,9.344418570514915,0,4,8.1,0,4,8.1,44.00215445799404,0.005062625001301058,4,1,1,+$5 (80% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
1,4,9.344418570514915,0,4,8.1,0,4,8.1,44.00215445799404,1.9996689580002567,4,2,1,+$5 (80% accuracy),0.002160537737581553,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
1,4,9.344418570514915,0,4,8.1,0,4,8.1,44.00215445799404,3.98799641700316,4,3,1,+$5 (80% accuracy),,,1,0.2857403095085819,+$5,5,,,,,0.27279291699960595,1,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
1,4,9.344418570514915,0,4,8.1,0,4,8.1,44.00215445799404,6.006892625002365,4,4,1,+$5 (80% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
1,4,9.344418570514915,0,4,8.1,0,4,8.1,44.00215445799404,8.001760542007105,4,5,1,+$5 (80% accuracy),,,,,,,54.00111416599975,54.00370145800116,9.994325916995876,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,0,4,8.1,54.00183174999984,0.004244040996127296,5,1,4,-$5 (80% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,0,4,8.1,54.00183174999984,2.0012171659982414,5,2,4,-$5 (80% accuracy),0.005439647800374298,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,0,4,8.1,54.00183174999984,3.999365832998592,5,3,4,-$5 (80% accuracy),,,0,0.2771754155525977,-$5,0,,,,,,0,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,0,4,8.1,54.00183174999984,6.002167708000343,5,4,4,-$5 (80% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,0,4,8.1,54.00183174999984,7.993414332995599,5,5,4,-$5 (80% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,0,4,8.1,54.00183174999984,9.991292749997228,5,6,4,-$5 (80% accuracy),,,,,,,65.99146199999814,66.00370145800116,11.985782833995472,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,1,4,9.214291069328032,65.99207983299857,0.006053832999896258,6,1,3,+$5 (20% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,1,4,9.214291069328032,65.99207983299857,2.0010811669999384,6,2,3,+$5 (20% accuracy),0.0331876537350554,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,1,4,9.214291069328032,65.99207983299857,3.9962738749964046,6,3,3,+$5 (20% accuracy),,0,0,0.28357151782213386,$0,0,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,1,4,9.214291069328032,65.99207983299857,6.004417750002176,6,4,3,+$5 (20% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,0,4,8.1,1,4,9.214291069328032,65.99207983299857,7.994512042001588,6,5,3,+$5 (20% accuracy),,,,,,,75.99311879099696,76.00370145800116,9.995443874999182,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,1,4,6.928355041520073,1,4,9.214291069328032,75.99369424999895,0.0038641659994027577,7,1,8,$0 (50% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,1,4,6.928355041520073,1,4,9.214291069328032,75.99369424999895,2.0022517499965033,7,2,8,$0 (50% accuracy),0.014676409690548882,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,1,4,6.928355041520073,1,4,9.214291069328032,75.99369424999895,3.997104665999359,7,3,8,$0 (50% accuracy),,,1,0.24547258402533456,$0,0,,,,1,0.2404557499976363,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,1,4,6.928355041520073,1,4,9.214291069328032,75.99369424999895,5.998575915997208,7,4,8,$0 (50% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,1,4,6.928355041520073,1,4,9.214291069328032,75.99369424999895,7.997011915998883,7,5,8,$0 (50% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,1,4,6.928355041520073,1,4,9.214291069328032,75.99369424999895,10.00833579099708,7,6,8,$0 (50% accuracy),,,,,,,87.9939761659989,88.00370145800116,11.996789124998031,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,1,4,9.214291069328032,87.99456812499557,0.0049526250004419126,8,1,5,-$5 (50% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,1,4,9.214291069328032,87.99456812499557,1.9961903330040514,8,2,5,-$5 (50% accuracy),0.0359137022981544,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,1,4,9.214291069328032,87.99456812499557,3.9916980000052718,8,3,5,-$5 (50% accuracy),,,0,0.2350642634133285,-$5,-5,,,,0,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,1,4,9.214291069328032,87.99456812499557,6.000657458003843,8,4,5,-$5 (50% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,1,4,9.214291069328032,87.99456812499557,7.996782791000442,8,5,5,-$5 (50% accuracy),,,,,,,97.99150387499685,98.00370145800116,9.992395624998608,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,2,4,9.80541834856826,97.99212324999826,0.004942125000525266,9,1,9,$0 (20% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,2,4,9.80541834856826,97.99212324999826,1.999152915996092,9,2,9,$0 (20% accuracy),0.0026355541403253915,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,2,4,9.80541834856826,97.99212324999826,3.9876687079959083,9,3,9,$0 (20% accuracy),,1,1,0.29342363914280434,$0,-5,,,,,0.27848516700032633,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,2,4,9.80541834856826,97.99212324999826,6.003594957997848,9,4,9,$0 (20% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,2,4,9.80541834856826,97.99212324999826,7.997286083002109,9,5,9,$0 (20% accuracy),,,,,,,,,,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
2,4,8.830524933155862,2,4,6.30385580479971,2,4,9.80541834856826,97.99212324999826,10.000225625000894,9,6,9,$0 (20% accuracy),,,,,,,109.99435233300028,110.00370145800116,11.99772945800214,,,,XXX999,no,practice,no,2023-06-30_11h09.12.559,MID,None,
